,project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded,geometry,index_right,GDLCODE,iso_code,country,region,layer,path,Continent
1789,31169,31169_148730,1,148730,Zanzibar,-6.16394,39.19793,PPLA,seat of a first-order administrative division,6295630|6255146|TZ|25|148730,Earth|Africa|Tanzania|Zanzibar Urban/West|Zanzibar,2,1,China Provides Training for Broadcasting Technical Staff in Zanzibar,2012-10-01,,CHN,Tanzania,TZA,220,Communications,,,Completion,2012,2012,,,,,True,False,2012,False,220,Communications,Free-standing technical assistance,Tanzania,Tanzania,1,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,2012-10-01,,,,1,510,282,Tanzania,TZA,TZ,834,738,False,False,False,,,,,,Zanzibar,,3,6,EcologicallySensitive,POINT (39.19793 -6.16394),1575.0,TZAr223,TZA,Tanzania,Zanzibar West,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1790,31170,31170_11593642,1,11593642,Zimbabwe National Defense College,-17.73226,31.021140000000003,UNIV,university,6295630|6255146|ZW|04|11593642,Earth|Africa|Zimbabwe|Mashonaland East Province|Zimbabwe National Defense College,3,1,China donates bus and ICT equipment to National Defense of Zimbabwe,,2013-04-03,CHN,Zimbabwe,ZWE,110,Education,,,Completion,2012,2012,,,,,True,False,2012,False,110,Education,Grant,Zimbabwe,Zimbabwe,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,2013-04-03,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,,,,,,,"Lin Lin, Chinese ambassador to Zimbabwe ; Emmerson Mnangagwa, Zimbabwe Defence Minister ",3,6,AdditionalCoded,POINT (31.02114 -17.73226),1298.0,ZWEr102,ZWE,Zimbabwe,Mashonaland Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1791,31192,31192_933773,2,933773,Gaborone,-24.654510000000002,25.90859,PPLC,capital of a political entity,6295630|6255146|BW|09|933773,Earth|Africa|Botswana|South-East|Gaborone,2,2,China grants 1.1 million BWP for construction of STD treatment & training center,,,CHN,Botswana,BWA,120,Health,,,Implementation,2008,2008,222182.0,,222182.0,,True,False,2008,True,120,Health,Grant,Botswana,Botswana,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,1100000.0,BWP,0.725208865,6.826856667,222182.0,161128.0,,,,,1,571,227,Botswana,BWA,BW,72,616,False,False,False,,,,,,Gaborone,"Lesego Motsumi, Minister of Health ",3,6,AdditionalCoded,POINT (25.90859 -24.65451),144.0,BWAr106,BWA,Botswana,North-East,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1792,31200,31200_6297348,1,6297348,Juba Airport,4.8720099999999995,31.60112,AIRP,airport,6295630|6255146|SS|01,Earth|Africa|South Sudan|Juba Airport,3,1,China extends 150 million USD loan to South Sudan for Juba International Airport,2014-07-01,,CHN,South Sudan,SSD,210,Transport and Storage,,,Completion,2013,2013,22058909.0,,22058909.0,,True,False,2013,False,210,Transport and Storage,Loan (excluding debt rescheduling),South Sudan,South Sudan,13,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company",,,Vague (Official Finance),Development,103200000.0,SDG,0.983522687,4.756760547,22058909.0,21695437.0,2014-07-01,,,2016-09-30,1,,,,SSD,SS,728,,False,False,False,,,,,,,"Ma Qiang, Ambassador to South Sudan (China Ministry of Foreign Affairs)",11,8,AdditionalCoded,POINT (31.60112 4.87201),1059.0,SSDr109,SSD,South Sudan,Central Equatoria,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1793,31211,31211_11592908,1,11592908,Juba Teaching Hospital,4.8504,31.6087,HSP,hospital,6295630|6255146|SS|11592908,Earth|Africa|South Sudan|Juba Teaching Hospital,3,1,2nd medical team donates medical equipment in South Sudan,,,CHN,South Sudan,SSD,120,Health,,,Implementation,2014,2014,65110.0,,65110.0,,True,False,2014,False,120,Health,Free-standing technical assistance,South Sudan,South Sudan,3,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,400000.0,CNY,1.0,6.143434094,65110.0,65110.0,,,,,1,,,,SSD,SS,728,,False,False,False,,,,,,,"Zhang Yi , Economic and Commercial Councilor (China Ministry of Foreign Affairs)",3,6,AdditionalCoded,POINT (31.6087 4.8504),1059.0,SSDr109,SSD,South Sudan,Central Equatoria,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1794,31215,31215_894701,2,894701,Bulawayo,-20.15,28.58333,PPLA,seat of a first-order administrative division,6295630|6255146|ZW|09|894701,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo,2,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (28.58333 -20.15),1306.0,ZWEr110,ZWE,Zimbabwe,Bulawayo,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1795,31215,31215_889452,3,889452,Kadoma District,-18.34049,29.82831,ADM2,second-order administrative division,6295630|6255146|ZW|05|889452,Earth|Africa|Zimbabwe|Mashonaland West|Kadoma District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (29.82831 -18.34049),1300.0,ZWEr104,ZWE,Zimbabwe,Mashonaland West,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1796,31215,31215_7874046,3,7874046,Caia District,-17.769000000000002,35.058,ADM2,second-order administrative division,6295630|6255146|MZ|05|7874046,Earth|Africa|Mozambique|Sofala Province|Caia District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (35.058 -17.769),825.0,MOZr107,MOZ,Mozambique,Sofala,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1797,31215,31215_8260609,3,8260609,Gokwe South District,-18.24,28.65,ADM2,second-order administrative division,6295630|6255146|ZW|02|8260609,Earth|Africa|Zimbabwe|Midlands Province|Gokwe South District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (28.65 -18.24),1303.0,ZWEr107,ZWE,Zimbabwe,Midlands,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1798,31215,31215_886383,3,886383,Mazowe District,-17.2808,30.932309999999998,ADM2,second-order administrative division,6295630|6255146|ZW|03|886383,Earth|Africa|Zimbabwe|Mashonaland Central|Mazowe District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (30.93231 -17.2808),1298.0,ZWEr102,ZWE,Zimbabwe,Mashonaland Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1799,31215,31215_888223,3,888223,Lupani District,-18.83608,27.99098,ADM2,second-order administrative division,6295630|6255146|ZW|06|888223,Earth|Africa|Zimbabwe|Matabeleland North|Lupani District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (27.99098 -18.83608),1301.0,ZWEr105,ZWE,Zimbabwe,Matebeleland North,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1800,31215,31215_10800410,3,10800410,Zvimba District,-17.539839999999998,30.47496,ADM2,second-order administrative division,6295630|6255146|ZW|05|10800410,Earth|Africa|Zimbabwe|Mashonaland West|Zvimba District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (30.47496 -17.53984),1300.0,ZWEr104,ZWE,Zimbabwe,Mashonaland West,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1801,31215,31215_887723,3,887723,Makonde District,-17.16667,30.08333,ADM2,second-order administrative division,6295630|6255146|ZW|05|887723,Earth|Africa|Zimbabwe|Mashonaland West|Makonde District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (30.08333 -17.16667),1300.0,ZWEr104,ZWE,Zimbabwe,Mashonaland West,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1802,31215,31215_895060,3,895060,Bindura District,-17.2123,31.303,ADM2,second-order administrative division,6295630|6255146|ZW|03|895060,Earth|Africa|Zimbabwe|Mashonaland Central|Bindura District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (31.303 -17.2123),1298.0,ZWEr102,ZWE,Zimbabwe,Mashonaland Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1803,31215,31215_7909828,3,7909828,Cahora Bassa District,-15.70766,32.67334,ADM2,second-order administrative division,6295630|6255146|MZ|08|7909828,Earth|Africa|Mozambique|Tete|Cahora Bassa District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (32.67334 -15.70766),823.0,MOZr105,MOZ,Mozambique,Tete,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1804,31215,31215_882083,3,882083,Rushinga District,-16.60792,32.31434,ADM2,second-order administrative division,6295630|6255146|ZW|03|882083,Earth|Africa|Zimbabwe|Mashonaland Central|Rushinga District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (32.31434 -16.60792),1298.0,ZWEr102,ZWE,Zimbabwe,Mashonaland Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1805,31215,31215_10800412,3,10800412,Umguza District,-19.85324,28.31408,ADM2,second-order administrative division,6295630|6255146|ZW|06|10800412,Earth|Africa|Zimbabwe|Matabeleland North|Umguza District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (28.31408 -19.85324),1301.0,ZWEr105,ZWE,Zimbabwe,Matebeleland North,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1806,31215,31215_7905000,3,7905000,Changara District,-16.21651,33.17113,ADM2,second-order administrative division,6295630|6255146|MZ|08|7905000,Earth|Africa|Mozambique|Tete|Changara District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (33.17113 -16.21651),823.0,MOZr105,MOZ,Mozambique,Tete,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1807,31215,31215_894741,3,894741,Bubi District,-19.52508,28.67998,ADM2,second-order administrative division,6295630|6255146|ZW|06|894741,Earth|Africa|Zimbabwe|Matabeleland North|Bubi District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (28.67998 -19.52508),1301.0,ZWEr105,ZWE,Zimbabwe,Matebeleland North,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1808,31215,31215_7874624,3,7874624,Tambara District,-16.723589999999998,34.25571,ADM2,second-order administrative division,6295630|6255146|MZ|10|7874624,Earth|Africa|Mozambique|Manica Province|Tambara District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (34.25571 -16.72359),824.0,MOZr106,MOZ,Mozambique,Manica,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
1809,31215,31215_881344,3,881344,Shamva District,-17.12366,31.64146,ADM2,second-order administrative division,6295630|6255146|ZW|03|881344,Earth|Africa|Zimbabwe|Mashonaland Central|Shamva District,1,2,China Exim Bank loans Zimbabwe $864 million for Matabeleland Zambezi Water Pipeline,,,CHN,Zimbabwe,ZWE,140,Water Supply and Sanitation,,,Implementation,2012,2012,915006616.0,,43571743.619047605,,True,False,2012,False,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Zimbabwe,Zimbabwe,5,"Export-Import Bank of China, Government Agency",,,,,ODA-like,Development,864000000.0,USD,0.9442554679999999,1.0,915006616.0,864000000.0,,,,,1,552,265,Zimbabwe,ZWE,ZW,716,698,False,False,False,Concessional,3.0,25.0,,43.61,,"Dumiso Dabengwa, chairperson of the Matabeleland Zambezi Water Trust ; Ignatius Chombo, Local Government Minister ; Samuel Sipepa Nkomo, Water Resources Minister ",4,7,AdditionalCoded,POINT (31.64146 -17.12366),1298.0,ZWEr102,ZWE,Zimbabwe,Mashonaland Central,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
